fold,accuracy,precision,recall,f1,kappa,fpr,auc
1,0.7818481559290383,0.7579503911317269,0.6867364746945899,0.7205882352941176,0.5423767268936945,0.15216102009044408,0.8051264382561961
2,0.7431357959850607,0.6650629574937678,0.7478930076423113,0.7040501584259936,0.47852596631912925,0.2601499679344877,0.8023457566022111
3,0.741297560690943,0.6642299885830267,0.7456344897559586,0.7025821222210109,0.47502373413920385,0.26171377720649125,0.798890935552788
