fold,accuracy,precision,recall,f1,kappa,fpr,auc
1,0.8867223972922502,0.8749423165666821,0.8441072764184208,0.8592482484206329,0.7645218205112712,0.08371018360639533,0.9312199656220239
2,0.911531279178338,0.9474403426473588,0.8294586100992786,0.8845326275301331,0.8133405750491501,0.03178185585318929,0.9381205466672957
3,0.9122169701213819,0.9381289823140594,0.8412752095978925,0.8870661986899153,0.8156192680090325,0.03852476238737347,0.939104219156943
