fold,accuracy,precision,recall,f1,kappa,fpr,auc
1,0.8578139589169,0.8505775703794369,0.792018378031841,0.8202541450729423,0.702891074526194,0.09653544863716114,0.8986027071944803
2,0.9098097572362278,0.9219360327957613,0.8513141918434397,0.8852188120834029,0.8111356698605771,0.04978787430319175,0.94040172578214
3,0.9410014005602241,0.9776144602244513,0.876092490076363,0.924073448237017,0.8760668510301747,0.01392922913396532,0.9570083373704834
