fold,accuracy,precision,recall,f1,kappa,fpr,auc
1,0.8950528127917834,0.8590636337064356,0.8897674252947252,0.8741460000874776,0.7841966324096648,0.10128005535374503,0.9482160018965597
2,0.9348739495798319,0.9445997506705451,0.8929540747089494,0.9180511446037486,0.8640881627716541,0.03617236446154605,0.9592808686010367
3,0.9528551003734828,0.9929795335554498,0.8912582993645313,0.9393731883718094,0.9009884930858577,0.004375285814927882,0.9642004868131011
