fold,accuracy,precision,recall,f1,kappa,fpr,auc
1,0.8990867180205415,0.8779651328951129,0.875307190939203,0.8766341472114716,0.79125944372361,0.08441446116588826,0.9433820800565972
2,0.9427010387488328,0.9711897911651303,0.8860259981429898,0.9266552751244199,0.879803593391898,0.01815401312219427,0.9532877288348196
3,0.9508855625583567,0.9936109890987501,0.8858470246889407,0.9366395332423658,0.8967557217722406,0.003955060623663622,0.9561149015072219
